description,points,price,state,region,variety
"This shows the meatier side of Mourvèdre, with flavors of soft leather, purple berries, fragrant wildflowers and earth. The finish is long and savory.",90,26,California,El Dorado,Mourvèdre
"Estate grown, this 100% Syrah has excellent concentration and round, mouthfilling fruit flavors. Cherries and plums are highlighted with baking spices and a finishing wash of rich mocha. Very tasty, forward, and drinking at its best right now.",90,24,Washington,Columbia Valley (WA),Syrah
"This appealing wine is already five years old but could use more time to show its best. The aromas of black pepper, licorice and blackberry are generous. Taut and tart fruit flavors come with a pleasing mouthfeel and a finish that lingers. Best from 2018 to 2021.",91,28,Washington,Walla Walla Valley (WA),Syrah
"Rich, ripe black berries, briar and bramble waft from this intensely aromatic wine. It's rather sexy, opulent and yielding with black cherry and plum flavors accented by tinges of clay, fur and leather.",91,27,New York,Finger Lakes,Cabernet Franc
"Aromas of dark chocolate, dried and fresh herbs, raspberries and black cherry predominate on this blend of Cabernet Sauvignon, Merlot, Cabernet Franc and Malbec. Creamy, rich and focused, it has a pleasing sense of texture and vanilla flavors that carry across the finish. It's truly a standout wine at this price.",91,20,Washington,Columbia Valley (WA),Bordeaux-style Red Blend
"This wine brings aromas and flavors of cherry, coffee, herbs, medicine cabinet and oak spices. The style is reserved, with a seamless, focused feel to the tart cherry and plum flavors that keep the attention on each sip.",91,15,Washington,Columbia Valley (WA),Cabernet Sauvignon
"Here is a full-throttle style of Malbec, smoky and dark, with flavors of deep, dense black fruits wrapped in a coat of espresso and chocolate. A spicy, lingering finish holds your attention with muscular, substantial tannins.",90,26,Washington,Yakima Valley,Malbec
"An excellent Washington Malbec, this spicy delight sets up beautifully on the palate with bright, crisply defined, varietal fruit flavors of boysenberry, black cherry and cassis. Precise and penetrating, with excellent balance, it keeps the barrel flavors light and minimal.",90,25,Washington,Columbia Valley (WA),Malbec
"This is a flamboyant wine made in the oaky style. It's opulent in pineapple, golden mango and pear flavors, with a coating of sweet oak. The richness is brightened by tart acidity. Drink this flashy wine now, with the richest fare you can.",90,28,California,Santa Lucia Highlands,Chardonnay
"Raspberry syrup and rose hips mark the entry of this wine, an relatively affordable offering from the appellation. Softly layered in red and black cherry as well as more brambly blackberry, it takes on additional complexity in its specks of baking spice, mostly cardamom, before a finish robust in tannin says adieu.",90,24,California,Russian River Valley,Pinot Noir
"An opulence of mouthfeel is highly plump and pleasing in this deeply textural Pinot Gris. It's dry in style, but lush and fruity, drenching the palate in grapefruit and white peach flavors. Nuanced by hints of chalk and oyster shell, it's a complex, satisfying wine brightened with zesty lime acidity.",90,18,New York,Finger Lakes,Pinot Gris
"Touches of menthol and lime zest lend a cool, green feel to this off-dry Riesling. White grapefruit and honeydew rind flavors are crisp yet concentrated on the palate, bolstered by a kick of acidity that lingers on the finish.",90,13,New York,Finger Lakes,Riesling
"This young wine brims with fresh acidity and primary cherry, blackberry and cola flavors. The complexity is considerable and so is the elegance. It feels graceful and silky in the mouth, despite the power of the fruit. Should hit its peak in two or three years.",90,25,California,Sta. Rita Hills,Pinot Noir
"Tight and focused, this has a fine core of black cherry and cassis. Layers of coffee and dark chocolate are wrapped around the fruit, and the wine is compact and textural. Excellent now, but probably better in a few years.",90,17,Washington,Columbia Valley (WA),Cabernet Sauvignon
"This is a proper El Dorado Zin. It's still tight and tannic, but air and time reveal a lovely bouquet of lavender and crushed herbs that's layered, soft and spicy on the finish. Miraflores is making some lovely wines and this is one worth seeking out.",90,25,California,El Dorado,Zinfandel
"Tasting similar to Chardonnay, this has a buttery, creamy texture that frames orange, citrus and tropical fruit flavors. It gains extra points for delicacy and balance. The appellation is in San Benito County, about 25 miles inland from Monterey.",90,20,California,Paicines,Pinot Blanc
"What's so interesting about this wine is the savory minerality, racy acidity and extreme dryness that make it completely different from 99% of the Sauvignon Blancs in California. It's not without fruit. You'll find mouthwatering Meyer lemons, sweet Kaffir limes and spicy figs. Just beautiful, and a real sommelier's wine.",91,22,California,Russian River Valley,Sauvignon Blanc
"Sometimes a reserve designation on a Chardonnay simply translates to excessive use of new oak; here it brings a rich abundance of fruit, along with a density and texture rarely found in domestic Chardonnays. This is a fruit salad of a wine, to be sure, running through a farmer's market's worth of peaches, apples, pears, apricots, bananas and more. But it also brings the butter, the butterscotch and the barrel toast, layered in and wrapped around the fruits so it has the richness of a banana split, and some of the creaminess as well.",91,26,Oregon,Willamette Valley,Chardonnay
"This is a classy Chardonnay. Grown 1,200 feet above Calistoga and fairly well-oaked in new barrels, it's rich and complex, with flavors of grilled tropical fruits and toasted meringue. The structure is greatly improved by a crisp, minerally edge of acidity.",91,27,California,Napa Valley,Chardonnay
"Youthful tannins and ageability always characterize this Cab, which contains a splash of Syrah. Like its predecessors, it's very dry, with herb-infused cherry and currant flavors, and new oak plays only a supporting role. It's really an elegant wine and a great value at this price.",91,25,California,Alexander Valley,Cabernet Sauvignon
"A really nice, versatile white wine to have with everything from salad Nicoise to roast chicken and pork enchiladas. Crisply acidic and bone dry, it shows tasty lemon and lime flavors, lots of pepper and a hint of gooseberry.",90,20,California,Russian River Valley,Sauvignon Blanc
"This pure Cabernet is stubbornly unyielding at first, showing a lean and herbal expression. But with extensive (overnight) breathing time, the fresh and bright flavors of boysenberries and cassis pop into focus, the tannins are ripe and polished, the finish still tightly wound but textural and long.",90,25,Washington,Columbia Valley (WA),Cabernet Sauvignon
"A bone-dry Chardonnay for drinking now. This shows great structure, with a keen cut of acidity that brightens the mineral-driven orange and pineapple flavors.",90,22,California,Sonoma Coast,Chardonnay
"This is a five-grape blend, with leafy flavors of garden-fresh herbs as well as ripe strawberries and vanilla cream. It's a smooth and immediately pleasing wine, with a velvety finish.",90,28,Washington,Columbia Valley (WA),Red Blend
"Thank goodness this rosé is bone dry for a change, when so many California blushes are sugary sweet. It also shows a bite of acidity and tannins. The flavors range from mineral and rose petal to cherry and herb tea.",90,18,California,Russian River Valley,Rosé
"A proper, textbook Pinot Noir—it's dry, nicely crisp, with smoothly astringent tannins. It has pleasant, complex cherry, pomegranate, plum, tobacco, bacon and sandalwood flavors. Not an ager, so drink up with upscale fare.",90,27,California,Sonoma Coast,Pinot Noir
"Well made and muscular, this compact effort brings black fruit, black olive, black licorice and espresso flavors together in a balanced and strikingly complex Syrah. The blend includes small amounts of Cabernet, Lemberger, Sangiovese and Merlot—unusual, but it works.",90,16,Washington,Columbia Valley (WA),Syrah
"A dry wine, companion to the winery's off-dry estate bottling. This does not give up its fruit as some dry Rieslings do; there is a pleasing mix of lemon, grapefruit, pineapple and apricot, full in the mid-palate, then turning more astringent and cheerily tart in the finish. This is very young, compact, and still tight as a drum; it could be cellared for up to a decade.",94,24,Oregon,Willamette Valley,Riesling
"This gorgeous new release, from a young winery with a Riesling focus, is resplendent with an enticing mix of flowers, fruits and stone. The scents well up from the glass and the flavors fill the mouth with a lively zest, pulling together streaks of lemon, lime, nectarine and apricot, accented with citrus rind and wet rock, honey and lemon tea.",93,24,Oregon,Willamette Valley,Riesling
